Timestamp,v,message,name,discordID
10/4/2022 23:43:15,Enna,Hiya enna!! I just wanted to thank you because youre one of the reasons i got into nijisanji en after i watched you inuyasha karaoke stream. happy anniversary to you guys!! i lov u all,kokos,kokos#2042
10/4/2022 23:43:25,Millie,"THANK YOU FOR A YEAR OF AMAZING CONTENT! Seriously Millie being about games, singing or creative activities you always get me to smile with your content here's for a wonderful 2nd year!",Neptail,Neptail#8472
10/4/2022 23:44:27,Millie,Congratulations on the 1 year anniversary! who knew time flew by so fast. Hope more opportunities and blessings come your way and once again congratulations on the 1 year anniversary!.,testchief7,testchief7#1751
10/4/2022 23:44:30,Millie,"Happy One Year Millie! Thanks for all the content and the wonderful community you've created. You constantly drive me to do better, and cheer me up when I'm down. You've made an otherwise boring year amazing for me!",Ana!,Ana Elise Themis#8178
10/4/2022 23:45:19,Millie,MILLIEEE HAPPY 1 YEAR! i cant express how much i appreciate and love you and your craft under a chara limit but i hope u know it makes me smile esp in rough days. you are so incredibly loved and i wish you nothing but the best! here's to more anniv celebrations! ♡ love u sm,finn フィン ,feen#1634
10/4/2022 23:45:39,Enna,Happy 1 Year Enna I've only been here for 6ish months but you've brought me a ton of laughter regardless of whether I'm down or not so thank you so much for being such a sweetheart and here's to another year,DevSleeps,DevShill#6587
10/4/2022 23:46:06,Millie,"Hello Millie! You always make me smile even on the worst days, and you inspire me everyday to become a better person. Thank you for being here for us! ",TsunaSakana,TsunaSakana#4312
10/4/2022 23:47:05,Reimu,Happy 1 Year Reimu YOU are the reason I started watching Niji and I slowly expanded from Ethyria to everyone but you'll always be my #1 I love you so much thank you for everything.,DevSleeps,DevShill#6587 
10/4/2022 23:48:19,Nina,Congratulations on the 1 year anniversary! Felt like yesterday seeing your debut and next thing you know its been a year already. I hope more opportunities and blessings will come your way. Congratulations Ethyria on your 1 year anniversary!,testchief7,testchief7#1751
10/4/2022 23:49:26,Nina,"Hi fox mom, I hope you're enjoying your day right now. I am not good with worda but I just hope that happiness always follows you around and when it's not we will be here by your side. Love you, Nina.",Hana K.,hatcim#3020
10/4/2022 23:49:29,Enna,"Im really bad at giving long and sweet messages so i will just congrats you guys for reaching 1 year being in nijisanji !!! You guys have come a long way reaching this so you guys should be proud because i can see that you guys really did you best. Once again, congratulations and enjoy your 1 year anniversary!!!","Just put ""Mon""",Mon mon#1009
10/4/2022 23:49:55,Reimu,"Hi Reimu, our baobei and queen!! HAPPY 1 YEAR ANNIVERSARY FOR ETHYRIA. Thank you for giving us so much laughs and smiles! I really enjoy your company on every stream, it feels like we're right beside you playing and talking hehe. We're always here to support you guys in every possible way we can. May it be on good or bad days!",Appopo,jwojwi#0164
10/4/2022 23:50:11,Millie,"Hi millie congrats on your 1 year anniversary, been a lurking fan since last years. Hope you and other ethyria members have many more anniversaries to come. Thank you for all the entertaining streams you prepared every week. 🐱",Gun X Void,vvooiidd#7307
10/4/2022 23:51:58,Nina,"happy 1 year nina🖤 thank you for all the joy you’ve brought to our lives and here’s to many more to come, cheers!! all the love for you and the girls🖤",lix,lixon.#5149
10/4/2022 23:52:10,Reimu,"Reimo mi reina hermosa, I can't begin to describe how happy it makes me to see ur streams, thank u so much for all the hard work, love and dedication you have given us so far, We will continue to support u! Even in life or death, your phantomos will never forget u♥️🤍💜🧡",Nura,°•rivers#7082
10/4/2022 23:52:55,Millie,"KONMILLIEEEEE! Happy happy 1 year for Ethyria!. It's been a long journey since you guys debuted and it's such a pleasure to meet all of you especially the with of calamity, Millie Parfait. I really love your humor and the antics whenever you stream ^^, it's such a joy to watch and tune in. More blessings and great great achievements to come. Love you Millie! <3.",Makari,OatheMeal#5979
10/4/2022 23:53:57,Millie,Congrats on Ethyria's 1-year anniversary!!! Thank you Ethyria girls and the lovely communities you've fostered for an amazing year filled with laughter and fine company. Knowing all of you has made this past year an unforgettable one; Looking forward to more great years to come!,Pinkerton,Pinkerton#2274
10/4/2022 23:54:22,Enna,"Hi Enna!! HAPPY 1 YEAR ANNIVERSARY FOR ETHYRIA! Thank you for always giving us great laughs and stories. We really appreciate you so much, you might not think you don't deserve a lot of things but us, Aloupeeps think otherwise. You deserve the whole world, Enna! We're always here to support you",Appopo,jwojwi#0164
10/4/2022 23:54:42,Millie,"Dear Millie, 

I love Nijisanji as a whole, but I've always had a soft spot for Ethyria, and specifically you (you are my oshi, after all)! Thank you for a fantastic year thus far, you've made the world such a brighter place and so many people happier. Here's to many more years!",icedsoup_,★☆★#0328
10/4/2022 23:57:39,Reimu,"Para la fantasmita más linda de todas, feliz aniversario! Es increíble cómo pasa el tiempo, y cuan grande te has vuelto. Siempre que puedo entrar a verte hablar me alegras un poco mis días con tus historias y elocuencia. Gracias por traerme sonrisas y espero que nunca te apagues. ❤️👻",IggyR0,Iggy#3808
10/5/2022 0:01:12,Millie,"Happy 1 year Ethyriaaa!!! You may not be the first member that i've known but now you became my number 1 oshi, my day is incomplete without you in it, I love seeing you smile and just being happy. These last few months you became one of my source of happiness so thank you and I appreciate you a lot <33 no matter what you do i will support you and will always be here for you. I love you Millie!! <3333",paige ,ree#9502
10/5/2022 0:02:27,Enna,"Hi enna, congrats to you and ethyria's anniversary, you are a natural comedian and your singing voice is amazing and your natural lazy voice is funny.",Gun X void,vvooiidd#7307
10/5/2022 0:04:29,Millie,Happy 1 Year Millie your ASMR and streams even help me relax and makes it easier to sleep as I have really bad insomnia and narcolepsy. Love everything you do for us,DevSleeps,DevShill#6587 
10/5/2022 0:04:33,Enna,"Time flows once more... It's been a great and thankful year to know you Enna! You have no idea how much of an inspiration you are to us, to me. Seeing your progression made me so happy and proud that made me want to support you more. Happy Anniversary and more great years to come!  ",Lashe W,wister#6401
10/5/2022 0:04:50,Enna,"hi enna, been enjoying your streams since your first boennappetit, instant member since you opened them. ure ok iguess",jc,jc#8048
10/5/2022 0:05:29,Millie,Hi Millie!! HAPPY 1 YEAR ANNIVERSARY FOR ETHYRIA! Thank you for being our happy pill! You're the most kindest and warmhearted vtuber person! You deserve everything!,Appopo,jwojwi#0164
10/5/2022 0:05:48,Enna,"Love your singing, keep on smiling ",BUG JUICE ,BUG JUICE#1500
10/5/2022 0:06:59,Millie,"Your hard work, caring attitude, and dedication to make the world around you a better place are an inspiration. You are such a wonderful person and you deserve all the happiness and love you've gathered around you. Never doubt that for a second. Stay amazing, boss 💖",SeaCrane1,SeaCrane1#6969
10/5/2022 0:07:34,Nina,Nina! It's been so crazy since you and the rest of Ethyria arrived. NijiEN would not be what it is without any of you and I'm very happy to have supported you in a way that I can! I'm excited to start a new year with you and seeing what craziness you will cause next. <3 Happy one year! ,Compa,Compa#2808
10/5/2022 0:08:02,Millie,"To the great witch of calamity! To my very first oshi who got me interested in vtubers and got me to use superchat for the first time, thank you so much for existing and bringing joy and laughter to us all for a year now. We look forward to more great moments with you, ethyria and nijisanji. Happy Anniversary!",Lashe W,wister#6401
10/5/2022 0:14:55,Enna,"Congratulations on one year! Enna, you're one of the most amazing streamers I've seen recently. You're a beautiful person, inside and out, who continues to put a smile on our faces every stream. Thank you for all of the effort that you've put into this; it really has made a difference during the hardest time of my life. Never stop being yourself, that's just the way we love you!",vai,vaiii#5614
10/5/2022 0:16:06,Millie,"Hey Millie, two my second oshi and the sweetest girl in nijisanji. Thank you for bringing me a year of enjoyment. And funny clips and fun vibes. The famillie is a second family to me and I've learned so much good and bad from ya and I'm happy you're hear. I hope my pixel art is able to bring you a little joy",jjmmmmmm,jjmmmmm#1295
10/5/2022 0:17:56,Nina,Happy 1 Year Mom. You always help me calm down and relax with your chat streams thanks for always bringing that supportive top tier mom energy,DevSleeps,DevShill#6587
10/5/2022 0:24:14,Enna,"Yo Enna, I just wanted to say thanks for bring tons of laughter and down to earth personality! Can't wait to see your current and future projects! I know the world is cold and harsh but hopefully the world is bit better with us aloupeeps around to support you.",Rawnoid,Rawnoid#7972
10/5/2022 0:25:03,Enna,Happy 1year to you Enna! having you as my kamioshi and witnessing you grow over the year makes me very happy and proud! 😭 I wish for many years to come and to be there until the day you finally go so keep on being cool Enna 💖,Reii (rei with the double i),Reii#1278
10/5/2022 0:27:24,Enna,"Happy 1 year anniversary. One of the earliest things I remember on your channel is the ""I'm out, Mr. X."" - I guess I showed up just in time for membership lol. But I knew pretty much right away I'd be sticking around - Especially once I found your karaoke and music.",BlackfireHedgehog,Corrupted Sanity (Vex)#5937
10/5/2022 0:35:05,Millie,"Thank you so very much, Millie, for bringing me together with so many amazingly supportive and sweet friends that I've made, since I first got to introduced to you. I am also very thankfull to you for being an Inspiration and an insanely creative Entertainer. I'll stay with you until the day you graduate! ❤️",Hey Guys,HeyGuys#2888
10/5/2022 0:36:21,Enna,"Congratulations of 1 Year Enna! Your humor, your music and your personality have been a true godsend to me and many others over the course of this year. The 1st Year was great, the 2nd Year will be better. Thank you for everything you have done for the Aloupeeps!",D12,D12#7395
10/5/2022 0:38:14,Reimu,Congrats on the first year cursed little ghost !! let's keep making more memories... and trying to do not die on the process :D ,Otto Crossheart ,Crossheart#7598
10/5/2022 0:40:52,Enna,Congrats on one year petite songstress!! let's made more music and memories next year... and trying to not getting cancelled. ,Otto Crossheart,Crossheart#7598
10/5/2022 0:43:30,Millie,"Happy 1st Anniversary to Ethyria and to you Millie!

Thank you for being who you are! Despite being the chaotic person you are, your sweet and caring personality shines through it. Thank you for doing your best at everything. Especially for the quality contents you bring out. We really do appreciate the time and work you put into it so don't think they are in vain! I'm very glad I stayed watching Nijisanji because of you and the other Ethyria members. Please never give up on singing! We love your singing and your voice. I wish for it to reach the different parts of the world. Here's to making more memories with you and the robes. Once again, happy 1 year to Ethyria!! ♡♡♡",Pretzel,Pretzel#0456
10/5/2022 0:47:27,Enna,"Congrats on One Year Enna! I’ve had so much fun watching you grow as a streamer, and engaging with you and the other aloupeeps has changed my life in an amazing direction. Wishing for another amazing year for you and the girls!",Bettiepop,Bettie#0016
10/5/2022 0:47:46,Millie,"Congratulations on one year, Millie! If I had to describe you in one word, I would say sunshine. You bring such warmth and a bright personality to everything you're apart of, with the MOST contagious laugh I've ever heard! You bring such amazing creativity and fun to every stream and I thank you so very much for all the laughter you've brought into my life.",vai,vaiii#5614
10/5/2022 0:48:55,Millie,"Happy anniversary, Millie !! I'm really glad to be a part of the community you built and I'm excited for all the fun and creative stuff we'll be doing in the future ! And again, happy anniversary, Witch of Calamity !!! ",rafocado ,rafocado#1406
10/5/2022 0:52:28,Enna,"Happy 1st Anniversary to Ethyria and to you Enna!!

I know this has been said a lot of times by a lot of people, but I really love your voice. You sing so beautifully and it's so nice to hear every time. Please never stop singing!! I'm also very happy that you're getting the love and support that you deserve. I will always be cheering for you and Ethyria. Thank you, Enna! ʚ♡ɞ",Pretzel,Pretzel#0456
10/5/2022 0:55:06,Enna,Enna! Happy 1-year anniversary to you and all of Ethyria! It’s hard to believe it’s already been a year since the debut but I’m so glad to have met you four since you’re all so very amazing. I hope that the anniversary is fantastic and for more memories and moments in the future!,DarkDisasterKid,DarkDisasterKid#6466
10/5/2022 1:01:46,Enna,Happy anniversary! Your witty self have always been my source of happiness. Keep being you Enna. Love you a lot❤️,dianvnxx,dianvnxx#3842
10/5/2022 1:03:00,Millie,"Dear ate millie, Happy one year anniversary to you and ethyria!! I hope you guys have more fun, projects and collabs in the future! I haven't been with you guys from the start but all of you really make my day when I watch you guys! laudant stolam mareng millie!",Keichii Persophone,krazekatz#2761
10/5/2022 1:05:37,Reimu,"Happy 1st Anniversary to Ethyria and to you Reimu!

I love your karaokes a lot, and the fact that you love Honeyworks as well is just amazing!! I hope to hear more covers from you, and I really admire how strong you are! I know there has been some difficult times but please know that we appreciate you being here with us. We are grateful to have Reimu in Nijisanji and we couldn't be happier about it. Thank you for doing your best. We are very proud of you. Looking forward to making more memories with you and Ethyria! ♥♥♥",Pretzel,Pretzel#0456
10/5/2022 1:11:34,Reimu,HAPPY ONE YEAR! It's been a year full of wonderful moments with you and hoping for many more to come. It feels like it was yesterday since the debut but time sure flies by when you have fun. Thanks for all this beautiful memories! :ReimuLove:,CofiMau,CofiMau#7018
10/5/2022 1:16:13,Nina,"Happy 1st Anniversary to Ethyria and to you, Nina!!

Thank you for looking after the other Ethyria members but also don't forget to take care of yourself! Take a rest if you need to and don't strain yourself. Hope you get to try the greatest and the tastiest of wines because you deserve it. Keep being the best unofficial mom of NijiEN! Thank you, Nina! ⚘⚘⚘",Pretzel,Pretzel#0456
10/5/2022 1:17:10,Millie,"Thanks to you, I Went to my first anime convention (Otakuthon) which i am thankful for.",SlimeyFox,Slimeyfox#6300
10/5/2022 1:32:06,Nina,"HAPPY ONE YEAR! You have given me the courage to do more than I ever thought possible, and I can't thank you enough. Because of you, I am more confident than ever. It has been a pleasure to watch you grow this past year! Here's to many more!",Altair,capella✧#0189
10/5/2022 1:36:45,Enna,"You really are something special, Enna. It inspires me to see how far you've come since debut, and how you come out of your shell a little more each stream. I really look up to you, and I can't wait to see how far you'll continue to go. Proud to be an aloupeep!",Altair,capella✧#0189
10/5/2022 1:37:26,Enna,"Arrived for the cute model, stayed for the fun, wise and caring songbird that you are, I'm glad to have met not only you, but also so many incredible Aloupeeps. Here's to one amazing year, and let's have many more!",Hazel Sokolov,HazelSokolov#9318
10/5/2022 1:37:48,Millie,Being a Famellie since debut i so proud and wish the best annyversary ever to the best witch of calamity that always makes us laught being so creative and fun Millie Parfait! You one in a millon Millie! and we glad to have you in Nijisanji! Happy annyversary! 💛,As Gastón Mauricio Aguilar but also saying i am known as Mauricio Aguilar just to make sure everyone knows is the same person ,MauricioAguilar#8269
10/5/2022 1:38:28,Millie,"Niji EN just wouldn't be the same without you, Millie. You are iconic in every way imaginable, and your streams always brighten my days. Even when I don't think I can smile anymore, you always find a way. Thank you for one whole year, and here's to many more!",Altair,capella✧#0189
10/5/2022 1:40:49,Nina,The best fox mom in the world deserves the best annyversary ever for being not only a amaizing streamer and lovable person but making the honeys one of the most spoiled and happiest fans ever. Happy annyversary Nina! Proud to follow you since you debut! o7,As Gastón Mauricio Aguilar but also saying i am known as Mauricio Aguilar just to make sure everyone knows is the same person ,Mauricio Aguilar #8269
10/5/2022 1:42:11,Reimu,"You never cease to amaze me, Reimu. Your talent shines so bright it's blinding, and you're drop-dead gorgeous. What I love most about you is your sense of humor and attitude! You deserve the stars and the moon, and I cant wait to watch you reach even higher.",Altair,capella✧#0189
10/5/2022 1:44:34,Reimu,I wish the best annyversary ever in vtubermanity to our fav angry latina ghost Apex lover Reimu or how i love to call it Fantasmita. I always loved how you speak spanish so much as a spanish speaker myself. With you Streams always feel at home. Te queremos Reimu cuídate! o7,As Gastón Mauricio Aguilar but also saying i am known as Mauricio Aguilar just to make sure everyone knows is the same person ,Mauricio Aguilar #8269
10/5/2022 1:46:16,Enna,Happy 1 Year Enna!! Thank you so much for keeping us entertained this year. I know the next one will be great as well.,Explodicon,Explodicon#3725
10/5/2022 1:59:23,Enna,Congrats on making it to 1 Year!! Lets go for another one!!,Cheliax,Cheliax#1223
10/5/2022 2:08:36,Millie,"Thank you for all you've done for us in this whole time. Let's keep having fun together. 
Happy 1 year Millie! ✨💛",Noir Zero,NoirZero#7783
10/5/2022 2:20:58,Enna,"Happy 1st year anniversary Enna! How time flies and there are so many amazing and fun moments to look back on this day. After experiencing many different communities over the years, I am happy to say that the one you fostered for your aloupeeps is among the most wholesome and supporting with many kind and talented individuals. I'm looking forward to many more years of fun and exciting memories with you and this community.",Amuro,Amuro#6610
10/5/2022 2:27:58,Millie,"I can't believe it's been 1 year already! I remember your debut as if it was yesterday, you were immediately my favorite! You've brought so much to Nijisanji, I love your creativeness, your streams are always bangers! Thank you for staying with us, Happy 1 year~ ❤",Miguel Macias,Mike6895#1981
10/5/2022 2:39:09,Millie,Oh Millie as you bring chaos and lewdness to the world you also give out love and friendship. I'm glad to have met you,Pekeet E.G,Pokémon#3661
10/5/2022 3:09:39,Enna,"It's been a lot fun being an aloupeep. Thank you for being the way you are.
Happy 1 Year Enna! ✨💜",Noir Zero,NoirZero#7783
10/5/2022 5:08:01,Millie,"Congratulations to the half demon(cat?) half human witch on making it to 1 year together with the group Ethyria.
d–(^ ‿ ^ )z

You come so far and garnered quite a following of fans. Some may even call it a cult. ★~(◠‿◕✿)

I hope you and the are proud of to say that Ethyria has not been forgotten and still has a strong following even after a year.",Shadow Cortex,Shadow Cortex #2675
10/5/2022 5:31:56,Enna,Congrats on 1 year Enna!! Its amazing to see how much you have grown as a streamer. You were my first vtuber and my kami oshi. I can't wait to see how much you an Ethyria will grow from here on out!!!,spicytofu,spicygingertofu#6058
10/5/2022 7:52:52,Enna,"Enna ♡, no words can express how grateful I am to watch you grow with Nijisanji. Seeing you work so hard to get where you are made me want to give my dreams another shot. Thank you for all the songs that got me through tough times and the stories that never fail to make me smile.",Noctilucent,lucentlamia#7363
10/5/2022 8:24:20,Enna,"Hi Enna! Congrats on the anniversary!! Your streams are a treasure, with you being the crown jewel of it all. Your quick witted responses never fail to make me laugh and the soft moments with chat are a favorite of mine. Keep being you, and congratulations!!",Rana,「Rana」#0154
10/5/2022 8:37:07,Nina,"Hello Mom! Happy first Anniversary with Etheria! I don't know how to express how happy I am to discoverd you and the girls, I only can say thank you! I hope you the best and many, many others years with Etheria and Nijisanji! Thank you Nina! Merci Nina!",Elwing,Go#3900
10/5/2022 8:40:49,Enna,"Hi Enna!! Happy Anniv Ethyria for 1 year!! Ethyria has been my favorite group in NIJI EN. and (personally) you're the one that i'd like to stick in to every stream. Your jokes, your shared thoughts, your topics to talk, and your stream atmosphere REALLY vibes w/ me a lot! I gotta say i learned a lot from your experiences. Hope to see you and Ethyria girls for many coming years!!",Keoss Livingstone,Sadaharu#9609
10/5/2022 9:53:45,Enna,"Congratulations to the most seiso(?) songbird on making it to 1 year without getting cancelled
ᕕ( ʘ ▽ ʘ )ᕗ
Looking at Enna from a year ago, you can see the increase in confidence & how relaxed you are when streaming now. Some may even say too relaxed, with you occasionally sharing your bathroom habits
Anyway congratulations to Ethyria",Shadow Cortex,Shadow Cortex #2675
10/5/2022 10:09:30,Enna,"Enna thank you for being yourself and making us laugh almost everyday. I accidentally found you through pure coincidence, I had a surgery for my airways and I guess I suffered for a month or two. On a bad day because of trouble breathing and sleeping, I found a clip of you playing monopoly with the others and it made me laugh so hard I opened up new wounds lol. It was painful but worth it since it technically made my day and now I get to know more livers from Nijisanji. I'll keep this short and meaningful so please continue to do your best, rest if you need to, don't give in to hate and peer pressure, keep on making others laugh or smile and most importantly, have fun! (>v<)",Fredo,FredoBaggins#1545
10/5/2022 10:28:04,Millie,"Thank you Millie for you chaotic and I guess some wholesome streams. You never fail to use your creativity to make us laugh. I'll keep this short and simple so I wont waste your time and bore you with long messages.
Millie, thank you for your contagious laugh, your chaotic cooking streams, your Filipino streams even though I can't understand most but you accent is very funny, your ASMR streams that lets me have a good nights sleep, your sudden shenanigans like asking us if you have a woman's appeal and booba *Flushed* which just proves that you are just a gremlin lmao, your no filter mode, your interactions with us and most importantly, thank you for your hat millie. It is naturally your best point JK. Keep being yourself, rest if you need to and have fun. (p.s: My favourite thing about you is your contagious laugh)",Fredo,FredoBaggins#1545
10/5/2022 10:40:54,Enna,"One year... It's been a wonderful year. You've grown so much as a content creator, it really makes me proud. Please keep blessing us with your wonderful voice",Dippy,Dop#2343
10/5/2022 10:41:25,Millie,"You have creativity, dedication to the FaMillie, and a great laugh. Don't let anyone say otherwise.",PropaneCoke,PropaneCocaine#7438
10/5/2022 10:41:52,Reimu,"Thank you Reimu for your interactions with us and mainly your sass. You never fail to make others laugh and have fun and I'll keep this short so you wont get bored reading this. Reimu thank you for being in Nijisanji, your sass is a blessing. Keep being yourself, rest if you need to and have fun. (p.s: Reimu's back LET'S GOOOOO) JK (>v<)",Fredo,FredoBaggins#1545
10/5/2022 10:44:11,Nina,"Thank you Nina for always including other livers so more can get to know them like you morning talk with fox mom streams. I'll keep this short so you wont get bored reading this. Thank you Nina for your laughs, jokes, interactions and you stories. Keep on being yourself, rest if you need to and have fun. ",Fredo,FredoBaggins#1545
10/5/2022 11:52:04,Reimu,"Dear Reimu, I've been watching vtubers/streamers for several years now but I have only ever been a silent watcher. My studies and now job have always had this grip on my life. But then Ethyria debuted and the livers and the community was just so kind and welcoming that I ended up making new friends like I was in university again. I am glad I started talking more in chat and I hope you realise that this community you've nurtured is something you should be proud of. We love you so much Reimu and I pray only good things happen to you as the days go by. ",Sabrina,rore#3815
10/5/2022 11:54:07,Nina,"Happy 1 year anniversary Nina, it almost doesn't feel real does it? Throughout the past year you've: Cheated, lied, committed Cosco Identity fraud, laughed at my parents divorce (based tbh) gambled, played minecraft, and screamed a lot & Im glad I could be here for it all",Colesparks318 Keeper of the List,Colesparks318#9069
10/5/2022 12:03:52,Millie,"Millie, Happy 1Y Anniversary! Thank you for brightening up my day and so many other people’s days. I know there have been many struggles along the way, but you’re not alone. Keep going strong! We’ll be here for you always! Love you, our beloved calamity witch!",Jun,junbug#0914
10/5/2022 12:05:45,Enna,"Dear Enna my lovely songbird, the first time that i met you 1 year ago, i thought that i would spend my whole life just to love you. But days after days, i realised the best way to return the love that you gave us, was to spread happiness, to love others and appreciate this life. Thanks for loving us, and thanks for being here, being yourself.",MeowNya1712,MeowNya1712#0796
10/5/2022 12:10:11,Reimu,"Reimu, Happy 1Y Anniversary! Although I don’t always have the time to watch your streams, you never fail to make me smile when I see clips or your posts on my timeline. You’re such a sweet girl, and I hope you stay happy for as long as the future holds.",Jun,junbug#0914
10/5/2022 12:29:12,Enna,"Happy first anniversary Enna~!! I'm a more recent Aloupeep that started following you more in recent times, but you've made my stressful busy weeks bearable and fun thanks to your streams, tweets, and you being just absolutely yourself. You're not afraid to be frank and honest, and your humor is one of the best things that I can vibe with. Watching so many clips and vods made me realize how much of an amazing, hilarious and talented person you are. Your singing blesses me and your drive to work hard for things inspires me to work hard with my own stuff. You and the Ethyria girls have made my days, especially you! Here's to another year with you, thank you songbirb. ♡♡♡",frkshzooka (zooka),frkshzooka#2030
10/5/2022 13:55:26,Reimu,"Happy Anniversary Reimumu! Haven't been active for a while but still enjoy your contents and company. Have a wonderful day today!

-Reimu's Papi",Leoje,Leoje#7272
10/5/2022 14:00:10,Enna,Happy 1 year Enna! Ever since discovered you watching your streams have been the highlight of my day. Thanks for blessing us with your presence and heavenly voice. Looking forward to see more of your future activites!,Eszee/Suzuha,szh#2945
10/5/2022 14:35:14,Enna,"HI ENNA, Thank for make me happy and laugh. I like your singing so much. your life story also interesting too. I am glad that you and ethyria exist. I love you enna.",Karn ,POIIIII#8979
10/5/2022 14:41:25,Reimu,"HAPPY ONE YEAR REIMUMUUU ! I can believe it's already been one year... I still remenmber trying to not fall asleep for your debut LOL
I didn't forgot about you guys, and I'll make sure to not to ! これからもよろしくお願いね！",N.A.T.E.L.S,N.A.T.E.L.S#3893
10/5/2022 14:42:03,Millie,"Congratulations on your first year as a Nijisanji Liver Millie! You've brought so much laughter and love into my life for which I will forever be grateful. Here's hoping we've brought you some joy as well during the 1 year we've spent together, and here's to many more years with you!",Yes,pauline08#4470
10/5/2022 14:45:22,Reimu,"Happy anniversary Reimu!You have no idea how much you helped me grow as a person,a year ago I never imagined being surrounded by so many supportive friends,from the bottom of my heart,ty for being there for us and creating an amazing community,ty funny malding ghost lady<3",Zaraster,Zaraster#1291
10/5/2022 14:48:49,Millie,"HAPPY ONE YEAR MILLIE PARFAIT FROM NIJISANJI 4TH WAVE ETHYRIA!!!
Your  streams are always so creative and they do not miss make me laugh and smile ! Your laugh (and unhingedness for some reason LOL) is also really contagious ! Thank you  for being here, we love you ! ",N.A.T.E.L.S,N.A.T.E.L.S#3893
10/5/2022 14:52:55,Enna,"HAPPY ONE YEAR ENNER EARLWET !!
Your debut trailer voice didn't make us thought that you would be like that (in a good way) LOL
Your singing is always one of my favorites ever, your cover are all so good !
Thank you for being here, and I'm looking forward for the next !",N.A.T.E.L.S,N.A.T.E.L.S#3893
10/5/2022 14:58:47,Nina,"HAPPY ONE YEAR MOM !!!
It's already been one year since you became our virtual mom and I do not regret being your virtual son either AHAHAHA
Your streams are always a fun place to tune in ! Thank you for being here, and I'm looking forward for you to stay as our #1 mom !",N.A.T.E.L.S,N.A.T.E.L.S#3893
10/5/2022 16:26:05,Enna,"Congrats on reaching this important milestone Enna. Thank you for being the amazing person and artist you are. 
You are the center of a beautiful community and that's because all your work, an because that work Aloupeeps will keep supporting.
Happy 1st anniversary Enna!",Just Bitter,Just Bitter#8177
10/5/2022 16:47:22,Nina,"Hi Nina, a complete year has past and the only thing i have to say is thank you, thank you for being an amazing internet fox mom. All the energy and effort you've put in everything only makes us ant to support you even more.
This is only the beginning. Happy anniversary Mom!",Just Bitter,Just Bitter#8177
10/5/2022 16:54:09,Reimu,"Muchísimas felicidades a la fantasma más hermosa y talentosa de todas! Muchas gracias Reimu por ser como eres, por la hermosa voz que siempre compartes con nosotros, por todo el trabajo y esfuerzo que haz mostrado, que nos hace amarte más y más.
Happy 1st anniversary Reimu!!",Just Bitter,Just Bitter#8177
10/5/2022 17:19:58,Millie,Thank you for being yourself and constantly bringing us cursed content!,ThaWeal,ThaWeal#1636
10/5/2022 17:20:07,Enna,"CONGRATS ON 1 YEAR!! Thank you so much for making so many amazing memories with us this past year! As an Aloupeep since day one, seeing how far you've come and how much you've grown really makes me happy. I hope I can witness you achieve even more in the next years!! Love you!!",Shonver,shonver#7244
10/5/2022 17:36:06,Enna,"Congrats on the one year Ethyria anniversary Enna, looking forward to the years ahead.
Meilleurs vœux ~ Nuit",Nuit,Nuit#6969
10/5/2022 18:10:14,Enna,"Enna, you are always so relatable, hilarious, and have such an amazing energy! Your singing is gorgeous (like you) and you deserve so much love! I'm so happy you came into my life, and happy 1 year anniversary with Ethyria!!",Sunny,rubysweetie#6094
10/5/2022 18:12:20,Millie,"Millie, thank you for always being you: nice, funny, cyute, talented (and so much more!!). You never fail to bring a smile to my face, and I'm so happy that I became a part of your FaMillie <3 Happy 1 year anniversary with Ethyria!",Sunny,rubysweetie#6094
10/5/2022 18:15:15,Nina,"Mommy Nina, you are one of my comfort streamers: you're one of the sweetest people I know and your words helped me get through tough moments. Thank you for being the amazing and gorgeous person you are, and I hope you have a wonderful 1 year anniversary celebration with Ethyria!",Sunny,rubysweetie#6094
10/5/2022 18:18:24,Reimu,"Reimu: you are so cool, talented, and pretty. You have an amazing and funny attitude and you're really strong. I wanted to say thanks for being you and I hope you have many more amazing moments in the future, along with Ethyria. Happy 1 year anniversary! ❤️",Sunny,rubysweetie#6094
10/5/2022 19:23:18,Enna,Enna! Congrats on your first anniversary! Aloupeeps love you!,Aspen,✿~flcwergazed~✿#8796
10/5/2022 20:12:29,Nina,Thank you for continuing to be our wonderful ever more so unhinged no crime committing fox mom. Also for teaching me there's more than one way to pronounce my name and be correct. I love how extroverted you are because relatable and look forward to more streams!,Sweet Cerise,Sweet Cerise#1212
10/5/2022 20:41:19,Enna,Happy Anniversary to Ethyria!!! Sending many hugs your way~ 💜🧡🤍❤️,OrangeHenge,Heaven's Door#9916
10/5/2022 21:11:40,Enna,"Congrats on one year anniversary Enna!!
We all love you!!",OOGA BOOGA,OOGA BOOGA!#3416
10/5/2022 21:37:09,Millie,Happy 1-year anniversary! We appreciate all your hard work and creativity for your streams! also haha old,TheConnorOne,TheConnorOne#1006
10/5/2022 22:09:23,Enna,"Congrats on 1 year anniversary, Enna!! You have worked very hard all this time, so thank you for all the smiles, the ooga boogas, the real talk moments, the acid jokes, cooking streams and of course the awesome song/karaoke content!!
Here to many more milestones!!!",Danilovisk,Danilovisk#8070
